datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,CARMO DO PARANAIBA,Cerrado,32,0,1,-19.029,-46.255,23
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,CONGONHAS DO NORTE,Cerrado,27,0,1,-18.939,-43.721,18.9
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,VARZEA DA PALMA,Cerrado,115,0,1,-17.666,-44.774,58.5
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,BOTUMIRIM,Cerrado,41,0,1,-17.062,-43.063,37.2
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,BOTUMIRIM,Cerrado,41,0,1,-17.059,-43.07,26.4
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,BRASILANDIA DE MINAS,Cerrado,115,0,1,-16.939,-46.042,43.5
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,BRASILANDIA DE MINAS,Cerrado,115,0,1,-16.939,-46.035,87.3
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,BRASILANDIA DE MINAS,Cerrado,115,0,1,-16.937,-46.027,79.3
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,GRAO MOGOL,Cerrado,33,0,1,-16.284,-43.018,165.8
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,BONITO DE MINAS,Cerrado,115,0,1,-15.312,-44.948,27.4
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,BONITO DE MINAS,Cerrado,115,0,1,-15.303,-44.97,88.8
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,BONITO DE MINAS,Cerrado,115,0,1,-15.3,-44.951,143.2
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ARAGUARI,Mata Atlantica,116,0,1,-18.482,-48.518,22.9
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,JACUI,Cerrado,27,0,1,-21.032,-46.839,52.7
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,JACUI,Cerrado,27,0,1,-21.03,-46.827,64.9
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO SEBASTIAO DO PARAISO,Cerrado,38,0,1,-20.918,-47.215,22.2
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO SEBASTIAO DO PARAISO,Cerrado,37,0,1,-20.918,-47.209,30.8
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO SEBASTIAO DO PARAISO,Cerrado,42,0,1,-20.908,-47.217,23.7
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO SEBASTIAO DO PARAISO,Cerrado,40,0,1,-20.906,-47.205,50.6
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ARAXA,Cerrado,49,0,1,-19.608,-46.777,25.4
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,SERRA DO SALITRE,Cerrado,34,0,1,-19.194,-46.87,50.7
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ITUIUTABA,Cerrado,53,0,1,-19.062,-49.497,13.9
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ITUIUTABA,Cerrado,52,0,1,-19.055,-49.504,20.9
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ITUIUTABA,Cerrado,47,0,1,-19.053,-49.495,40.7
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PATROCINIO,Cerrado,92,0,1,-18.839,-47.023,22.6
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERLANDIA,Cerrado,104,0,1,-18.833,-48.152,29
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PATROCINIO,Cerrado,89,0,1,-18.823,-47.051,39.5
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PATROCINIO,Cerrado,94,0,1,-18.813,-47.053,38.4
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,TUPACIGUARA,Cerrado,116,0,1,-18.598,-48.744,33.7
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,TUPACIGUARA,Cerrado,116,0,1,-18.597,-48.734,162.9
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,TUPACIGUARA,Cerrado,116,0,1,-18.589,-48.745,43.8
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,TUPACIGUARA,Cerrado,116,0,1,-18.587,-48.735,136.1
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PATOS DE MINAS,Cerrado,58,0,1,-18.542,-46.719,48.1
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PATOS DE MINAS,Cerrado,51,0,1,-18.536,-46.727,29.4
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PATOS DE MINAS,Cerrado,62,0,1,-18.534,-46.714,35.1
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,PATOS DE MINAS,Cerrado,56,0,1,-18.532,-46.721,43.7
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ARAGUARI,Mata Atlantica,116,0,1,-18.48,-48.507,74.8
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ARAGUARI,Mata Atlantica,116,0,1,-18.472,-48.519,19.3
2020/09/18 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ARAGUARI,Mata Atlantica,116,0,1,-18.471,-48.509,64.2
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,PATOS DE MINAS,Cerrado,117,0,1,-18.578,-46.139,71.2
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTEZUMA,Mata Atlantica,45,0,1,-15.11,-42.5,255
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,LASSANCE,Cerrado,32,0,1,-17.741,-44.302,37.2
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,VARZEA DA PALMA,Cerrado,116,0,1,-17.642,-44.758,35.4
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,FRANCISCO DUMONT,Cerrado,82,0,1,-17.636,-44.295,36
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,FRANCISCO DUMONT,Cerrado,85,0,1,-17.592,-44.333,19.8
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,FRANCISCO DUMONT,Cerrado,93,0,1,-17.584,-44.327,29.6
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,NINHEIRA,Mata Atlantica,45,0,1,-15.311,-41.613,15.4
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,PATOS DE MINAS,Cerrado,117,0,1,-18.569,-46.135,145.3
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,CANTAGALO,Mata Atlantica,28,0,1,-18.562,-42.682,53.8
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,CANTAGALO,Mata Atlantica,28,0,1,-18.56,-42.664,28.8
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,DIAMANTINA,Cerrado,16,0,1,-18.336,-43.715,130.8
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,AUGUSTO DE LIMA,Cerrado,109,0,1,-18.159,-43.963,26.2
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,PRESIDENTE OLEGARIO,Cerrado,90,0.1,1,-18.113,-46.399,54.2
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,PRESIDENTE OLEGARIO,Cerrado,92,0.1,1,-18.103,-46.395,118.3
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,PRESIDENTE OLEGARIO,Cerrado,97,0.1,1,-18.096,-46.4,65.1
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,DIAMANTINA,Cerrado,100,0,1,-18.064,-43.932,26.8
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,BUENOPOLIS,Cerrado,55,0,1,-17.837,-44.214,29.3
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,JAIBA,Cerrado,116,0,1,-15.309,-43.56,708.8
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,MATERLANDIA,Mata Atlantica,28,0,1,-18.529,-43.086,22.6
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO JOSE DO DIVINO,Mata Atlantica,28,0,1,-18.482,-41.413,18.4
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,ITINGA,Mata Atlantica,80,0,1,-16.453,-41.802,25.8
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,BOM DESPACHO,Cerrado,28,0,1,-19.79,-45.308,43.9
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,DIVISOPOLIS,Mata Atlantica,45,0,1,-15.715,-40.848,11.9
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,INDAIABIRA,Cerrado,45,0,1,-15.503,-42.25,14
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,INDAIABIRA,Cerrado,44,0,1,-15.488,-42.221,27.4
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,INDAIABIRA,Cerrado,44,0,1,-15.486,-42.206,33.3
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,VERDELANDIA,Caatinga,116,0,1,-15.404,-43.699,40.4
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,VERDELANDIA,Caatinga,116,0,1,-15.402,-43.679,55
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,NINHEIRA,Mata Atlantica,116,0,1,-15.352,-41.851,13
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,JUIZ DE FORA,Mata Atlantica,26,0,1,-21.832,-43.184,22.3
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,JUIZ DE FORA,Mata Atlantica,27,0,1,-21.83,-43.161,24.4
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,JUIZ DE FORA,Mata Atlantica,26,0,1,-21.827,-43.178,35.4
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,RECREIO,Mata Atlantica,28,0,1,-21.582,-42.421,18.7
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,JAIBA,Cerrado,116,0,1,-15.324,-43.577,135.2
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,RITAPOLIS,Mata Atlantica,27,0.5,1,-20.905,-44.422,52.4
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,RITAPOLIS,Mata Atlantica,27,0.3,1,-20.903,-44.394,101.7
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,VICOSA,Mata Atlantica,28,0,1,-20.766,-42.9,22.8
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,PORTO FIRME,Mata Atlantica,29,0,1,-20.684,-43.114,40.2
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,JAIBA,Cerrado,116,0,1,-15.323,-43.551,170.1
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,TEIXEIRAS,Mata Atlantica,28,0,1,-20.626,-42.801,16.7
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,JECEABA,Mata Atlantica,28,0,1,-20.564,-43.997,52.3
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,CARMO DA MATA,Mata Atlantica,28,0,1,-20.542,-44.871,29.2
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,JAIBA,Cerrado,116,0,1,-15.321,-43.558,489.5
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,BOM DESPACHO,Cerrado,28,0,1,-19.786,-45.304,36.8
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,FORTUNA DE MINAS,Cerrado,28,0,1,-19.517,-44.53,41.7
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,FORTUNA DE MINAS,Cerrado,28,0,1,-19.515,-44.534,40.4
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,PRUDENTE DE MORAIS,Cerrado,9,0,1,-19.467,-44.167,101.8
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,NINHEIRA,Mata Atlantica,45,0,1,-15.313,-41.627,14.8
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,SETE LAGOAS,Cerrado,9,0,1,-19.463,-44.172,82.8
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,BALDIM,Cerrado,29,0,1,-19.377,-43.885,32.4
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,ITAMBE DO MATO DENTRO,Cerrado,28,0,1,-19.376,-43.355,33.1
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,ITAMBE DO MATO DENTRO,Cerrado,28,0,1,-19.374,-43.332,84
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,JAIBA,Cerrado,116,0,1,-15.311,-43.579,293.7
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,MARTINHO CAMPOS,Cerrado,54,0,1,-19.294,-45.177,47.6
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,MARTINHO CAMPOS,Cerrado,50,0,1,-19.292,-45.171,37.7
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,ARACAI,Cerrado,7,0,1,-19.227,-44.244,25.9
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO JOAO DO PARAISO,Mata Atlantica,45,0,1,-15.139,-41.789,141.9
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,NINHEIRA,Mata Atlantica,45,0,1,-15.138,-41.775,116.5
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,JAIBA,Caatinga,116,0,1,-15.123,-43.634,37.4
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,ITAOBIM,Mata Atlantica,38,0,1,-16.587,-41.492,22
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTEZUMA,Mata Atlantica,45,0,1,-15.114,-42.505,245.9
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTEZUMA,Mata Atlantica,45,0,1,-15.112,-42.516,57.1
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTEZUMA,Mata Atlantica,45,0,1,-15.112,-42.489,27.9
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTEZUMA,Mata Atlantica,45,0,1,-15.102,-42.506,28.7
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,CATAS ALTAS,Mata Atlantica,28,0,1,-20.002,-43.398,65.3
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,OLHOS-D'AGUA,Cerrado,95,0,1,-17.352,-43.596,33.1
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,ARACUAI,Mata Atlantica,86,0,1,-17.017,-41.939,41.1
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTE FORMOSO,Mata Atlantica,42,0,1,-16.886,-41.31,118.8
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTE FORMOSO,Mata Atlantica,42,0,1,-16.884,-41.296,29.4
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTE FORMOSO,Mata Atlantica,42,0,1,-16.883,-41.317,54.1
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTE FORMOSO,Mata Atlantica,42,0,1,-16.881,-41.303,123
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,RUBELITA,Mata Atlantica,116,0,1,-16.341,-41.913,15.1
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,COMERCINHO,Mata Atlantica,102,0,1,-16.306,-41.81,20
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,COMERCINHO,Mata Atlantica,98,0,1,-16.305,-41.801,19.7
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,COMERCINHO,Mata Atlantica,116,0,1,-16.301,-41.863,14.4
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,BURITIS,Cerrado,116,0,1,-15.752,-46.559,50.6
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,BURITIS,Cerrado,116,0,1,-15.745,-46.556,51.4
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,RIO PARDO DE MINAS,Mata Atlantica,41,0,1,-15.742,-42.613,46.3
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,RIO PARDO DE MINAS,Mata Atlantica,41,0,1,-15.74,-42.597,23.7
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,BERIZAL,Mata Atlantica,97,0,1,-15.724,-41.719,16.6
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,FRANCISCO DUMONT,Cerrado,108,0,1,-17.572,-44.409,41.9
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,LADAINHA,Mata Atlantica,65,0,1,-17.5,-41.781,16.3
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,LADAINHA,Mata Atlantica,68,0,1,-17.499,-41.774,16.6
2020/09/19 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,OLHOS-D'AGUA,Cerrado,96,0,1,-17.354,-43.603,22.3
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,PITANGUI,Mata Atlantica,83,0,1,-19.665,-44.892,62.4
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,JANUARIA,Caatinga,116,0,1,-15.581,-44.447,24.8
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,JANUARIA,Caatinga,115,0,1,-15.579,-44.435,20.3
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,PEDRAS DE MARIA DA CRUZ,Caatinga,117,0,1,-15.499,-44.333,44
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,PEDRAS DE MARIA DA CRUZ,Caatinga,117,0,1,-15.497,-44.32,30.6
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,JAIBA,Caatinga,117,0,1,-15.229,-43.391,68
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,JAIBA,Caatinga,117,0,1,-15.227,-43.376,259.6
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,JAIBA,Caatinga,117,0,1,-15.227,-43.383,243.5
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,JAIBA,Caatinga,117,0,1,-15.224,-43.368,76.4
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,JAIBA,Caatinga,117,0,1,-15.119,-43.631,37.1
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,MANGA,Caatinga,117,0,1,-14.772,-43.962,46.6
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,MANGA,Caatinga,117,0,1,-14.769,-43.969,53.4
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,MANGA,Caatinga,117,0,1,-14.766,-43.955,118.5
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,MANGA,Caatinga,117,0,1,-14.713,-44.035,44.5
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,MANGA,Caatinga,117,0,1,-14.704,-44.05,866.2
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERLANDIA,Cerrado,98,1,1,-18.808,-48.335,72.7
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,CONCEICAO DO MATO DENTRO,Cerrado,29,0.2,1,-18.784,-43.798,22
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERLANDIA,Cerrado,81,0.5,1,-18.775,-48.36,37.3
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,CONGONHAS DO NORTE,Cerrado,29,0.2,1,-18.782,-43.786,118.4
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,CONCEICAO DO MATO DENTRO,Cerrado,29,0.2,1,-18.774,-43.8,108.1
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,CONGONHAS DO NORTE,Cerrado,29,0.2,1,-18.772,-43.788,16.7
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,PATOS DE MINAS,Cerrado,94,2.4,1,-18.479,-46.863,13.2
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,DIAMANTINA,Cerrado,29,0,1,-18.364,-43.613,13.2
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,DIAMANTINA,Cerrado,54,0.2,1,-18.284,-44.006,332.6
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,DIAMANTINA,Cerrado,66,0.2,1,-18.276,-44.015,55.1
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,DIAMANTINA,Cerrado,56,0.2,1,-18.286,-44.012,38.7
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,DIAMANTINA,Cerrado,59,0.2,1,-18.274,-44.003,173
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,DIAMANTINA,Cerrado,52,0.2,1,-18.272,-43.991,77.2
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO GONCALO DO ABAETE,Cerrado,118,0,1,-18.142,-45.461,10.8
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,JANUARIA,Cerrado,117,0,1,-15.486,-44.558,7.5
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,JANUARIA,Cerrado,115,0,1,-15.484,-44.546,15.3
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,JAIBA,Cerrado,117,0,1,-15.329,-43.582,37.1
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,MANGA,Caatinga,117,0,1,-14.702,-44.056,238.5
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,MANGA,Caatinga,117,0,1,-14.702,-44.037,155.3
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,MANGA,Caatinga,117,0,1,-14.7,-44.043,264.5
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,ITAMARANDIBA,Cerrado,61,0,1,-17.802,-42.931,31.3
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO GONCALO DO ABAETE,Cerrado,118,0,1,-18.141,-45.451,16.2
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,DIAMANTINA,Cerrado,59,0,1,-18.122,-43.884,14.1
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,DIAMANTINA,Cerrado,29,0,1,-18.122,-43.623,19.8
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,PRESIDENTE OLEGARIO,Cerrado,95,0.7,1,-18.108,-46.403,13.8
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO GONCALO DO ABAETE,Cerrado,118,0,1,-18.106,-45.478,21.3
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,PRESIDENTE OLEGARIO,Cerrado,91,0.7,1,-18.107,-46.394,13.2
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,PRESIDENTE OLEGARIO,Cerrado,97,0.6,1,-18.099,-46.401,18.7
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,DIAMANTINA,Cerrado,29,0,1,-18.02,-43.7,29.5
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,AUGUSTO DE LIMA,Cerrado,87,0,1,-18.018,-43.948,14.7
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,DIAMANTINA,Cerrado,29,0,1,-18.018,-43.687,64
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,VAZANTE,Cerrado,117,1.6,1,-17.853,-46.725,27.5
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,VAZANTE,Cerrado,117,1.3,1,-17.827,-46.739,13.6
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,VAZANTE,Cerrado,117,1.3,1,-17.826,-46.73,20.5
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,VAZANTE,Cerrado,117,1.5,1,-17.844,-46.727,59.2
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,JOAQUIM FELICIO,Cerrado,72,0,1,-17.699,-44.256,26
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,JOAQUIM FELICIO,Cerrado,79,0,1,-17.689,-44.257,24.7
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,GUARDA-MOR,Cerrado,117,0.5,1,-17.599,-46.883,10.2
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,JOAQUIM FELICIO,Cerrado,117,0,1,-17.521,-44.097,15.8
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,PIRAPORA,Cerrado,118,0,1,-17.345,-44.915,27.4
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,JOAO PINHEIRO,Cerrado,118,0.2,1,-17.287,-46.455,9.2
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,BURITIZEIRO,Cerrado,118,0,1,-17.232,-45.117,37.8
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,JOAO PINHEIRO,Cerrado,118,0,1,-17.272,-46.106,15.7
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,JAIBA,Cerrado,117,0,1,-15.325,-43.553,28.4
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,JAIBA,Cerrado,117,0,1,-15.321,-43.598,18.6
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,JAIBA,Cerrado,117,0,1,-15.327,-43.568,152.7
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,JAIBA,Cerrado,117,0,1,-15.318,-43.584,181.2
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,JAIBA,Cerrado,89,0,1,-15.316,-43.843,20.6
2020/09/20 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,JAIBA,Cerrado,117,0,1,-15.316,-43.57,74.7
